,EMG_CHEST_MEAN,EMG_CHEST_STDDEV,EMG_CHEST_MEDIAN,ECG_CHEST_MEAN,ECG_CHEST_STDDEV,EDA_CHEST_MEAN,EDA_CHEST_STDDEV,EDA_CHEST_MAX,Temp_CHEST_MEAN,Temp_CHEST_STDDEV,Temp_CHEST_MEDIAN,Resp_CHEST_MEAN,Resp_CHEST_STDDEV,EDA_EMP4_MEAN,EDA_EMP4_STDDEV,EDA_EMP4_MAX,BVP_EMP4_MEAN,BVP_EMP4_STDDEV,TEMP_EMP4_MEAN,TEMP_EMP4_STDDEV,TEMP_EMP4_MEDIAN,HR_EMP4_MEAN,HR_EMP4_STDDEV,label,subject
74,-0.0023811187744140626,0.012039845406093312,-0.0016021728515625,0.0011330195835658483,0.13209241091548754,1.2182813689822243,0.03351678625504165,1.373291015625,31.237384796142578,0.14622732996940613,31.266387939453125,0.04032311212448847,5.14362829405725,0.7440155375,0.07562430733462909,0.968953,0.11778515624999951,163.02870621506992,34.0865,0.035370656388217625,34.09,89.67391666666666,21.934336791730345,Stressed,S2
75,-0.0023718441554478236,0.010813928490839196,-0.0016021728515625,0.001004295894077846,0.12906656664296512,1.2140891756330217,0.03857081764686533,1.373291015625,31.309288024902344,0.06079406663775444,31.33404541015625,-0.011917186918712798,4.95101276594525,0.7119074958333333,0.08325530881377786,0.968953,0.2377434895833334,133.37183206874798,34.050666666666665,0.04452964056545847,34.07,77.77516666666666,12.977983278314941,Stressed,S2
76,-0.0023735983712332587,0.010920467115284344,-0.001556396484375,0.0010191187177385603,0.13057117880450517,1.2240081832522438,0.048963491528873374,1.422119140625,31.302627563476562,0.07010599225759506,31.33404541015625,-0.04361886524018787,4.8256065061762765,0.6612308041666667,0.05861212251971582,0.762659,-0.08388411458333328,106.90224429065931,34.010666666666665,0.0630572931723389,34.03,71.57358333333333,2.406190902593188,Stressed,S2
77,-0.0023868179321289065,0.010778035167076063,-0.0016021728515625,0.001250401633126395,0.13038323251049821,1.23594392594837,0.05191862669522491,1.422119140625,31.293684005737305,0.06464477628469467,31.301666259765625,0.08144867306663876,4.417313709971619,0.6279641791666666,0.03800816327104124,0.73447,-0.3555325520833333,80.56592920667606,33.9575,0.07167344929144483,33.95,71.67433333333334,1.5807243768461208,Stressed,S2
78,-0.0023876827784946987,0.011103471962269325,-0.0016021728515625,0.0013500704084123884,0.13449716125956834,1.2560306322006953,0.043098303826378616,1.422119140625,31.284679412841797,0.0600593276321888,31.2899169921875,0.10865438552129836,3.873261190931987,0.6020866458333334,0.02203032492385422,0.666559,-0.2908658854166666,80.80161791930807,33.900333333333336,0.06699419543678553,33.89,71.81783333333333,1.3026173544914186,Stressed,S2
79,-0.0024300640651157925,0.010948557469939285,-0.00164794921875,0.0014590094430106026,0.13556365104361626,1.302382569085984,0.0573857867701099,1.52435302734375,31.30583953857422,0.0715174749493599,31.298736572265625,0.027432141985212054,3.08132421708653,0.6099988833333333,0.03638493740168523,0.722938,0.10782552083333347,79.71373374774271,33.84441666666667,0.06457290238344698,33.84,71.0595,1.2809416132933877,Stressed,S2
80,-0.0024407882690429686,0.01097322467908131,-0.00164794921875,0.0013862146650041852,0.1346487493912757,1.335966646103632,0.07603984747626494,1.52435302734375,31.35323715209961,0.05247556045651436,31.372283935546875,0.08125615801130022,3.2023097266188687,0.6350222624999999,0.05491313052618531,0.754971,-0.012476562499999889,88.16670351416197,33.78216666666667,0.07589667684131893,33.79,69.97758333333334,0.9705840130503329,Stressed,S2
81,-0.002452131543840681,0.010947257654885221,-0.0016937255859375,0.0012263614109584264,0.13609762344319484,1.3773447172982352,0.07485028003020017,1.556396484375,31.336851119995117,0.08895069360733032,31.378204345703125,0.03888128371465774,3.3610273474917807,0.6700026541666666,0.07021717357377323,0.831851,0.20081119791666682,94.54385257690817,33.715,0.08861903482510575,33.73,69.39966666666666,0.9693493808850461,Stressed,S2
82,-0.002439112527029855,0.010363271046027508,-0.001739501953125,0.0009699816022600446,0.13344381060729898,1.440473865327381,0.06106951804153327,1.7009735107421875,31.271610260009766,0.14891409873962402,31.36492919921875,0.014340518769763765,3.504395909947508,0.7433268291666666,0.09242366615275116,0.988173,0.0731028645833334,89.58856837007049,33.64516666666667,0.08703431634833589,33.63,68.87308333333334,0.8224625582494441,Stressed,S2
83,-0.002449502672467913,0.010130685494649646,-0.0016937255859375,0.0010418728419712613,0.13158591031749636,1.4683249791463215,0.048868972786598595,1.7009735107421875,31.19005012512207,0.15092387795448303,31.104736328125,0.04850505647205171,3.383075314339342,0.8190973333333333,0.1074230946715062,1.058715,-0.23277083333333334,80.00109049357405,33.57125,0.08177777306008405,33.57,68.69675000000001,0.5006015756067885,Stressed,S2
